Bottom,Left,Right,Heading,Top,Yawlate,LateralAcceleration,Lanemarker
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.37,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.96,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
90.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
91.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.044000000000000004,1.0
92.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.2,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
92.0,-0.39,-0.19,-0.38,-0.2,-4.97,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.19,-4.97,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.19,-4.97,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.18,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
93.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.19,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.043,1.0
94.0,-0.39,-0.18,-0.38,-0.19,-4.98,0.043,1.0
95.0,-0.39,-0.18,-0.38,-0.19,-4.98,0.042,1.0
95.0,-0.39,-0.18,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.39,-0.17,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.39,-0.17,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.39,-0.17,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.39,-0.17,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
95.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.17,-0.38,-0.19,-4.98,0.042,1.0
96.0,-0.38,-0.17,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.16,-0.38,-0.2,-4.98,0.042,1.0
96.0,-0.38,-0.16,-0.38,-0.2,-4.98,0.042,1.0
97.0,-0.38,-0.16,-0.38,-0.2,-4.98,0.040999999999999995,1.0
97.0,-0.37,-0.16,-0.38,-0.2,-4.98,0.040999999999999995,1.0
97.0,-0.37,-0.16,-0.38,-0.2,-4.98,0.040999999999999995,1.0
97.0,-0.37,-0.16,-0.38,-0.2,-4.98,0.040999999999999995,1.0
97.0,-0.37,-0.15,-0.38,-0.19,-4.99,0.040999999999999995,1.0
97.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
97.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.19,-4.99,0.040999999999999995,1.0
98.0,-0.37,-0.15,-0.38,-0.2,-4.99,0.040999999999999995,1.0
99.0,-0.37,-0.14,-0.38,-0.2,-4.99,0.04,1.0
99.0,-0.37,-0.14,-0.38,-0.2,-4.99,0.04,1.0
99.0,-0.36,-0.14,-0.38,-0.2,-4.99,0.04,1.0
99.0,-0.36,-0.14,-0.38,-0.2,-4.99,0.04,1.0
99.0,-0.36,-0.14,-0.38,-0.19,-4.99,0.04,1.0
99.0,-0.36,-0.14,-0.38,-0.2,-4.99,0.04,1.0
100.0,-0.36,-0.14,-0.38,-0.2,-4.99,0.04,1.0
100.0,-0.36,-0.13,-0.38,-0.2,-4.99,0.04,1.0
100.0,-0.35,-0.13,-0.38,-0.2,-4.99,0.04,1.0
100.0,-0.35,-0.13,-0.38,-0.2,-4.99,0.04,1.0
100.0,-0.35,-0.13,-0.38,-0.18,-4.99,0.04,1.0
100.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
101.0,-0.35,-0.12,-0.38,-0.2,-4.99,0.04,1.0
102.0,-0.34,-0.11,-0.38,-0.2,-4.99,0.039,1.0
102.0,-0.34,-0.11,-0.38,-0.19,-4.99,0.039,1.0
102.0,-0.34,-0.11,-0.38,-0.2,-4.99,0.039,1.0
102.0,-0.34,-0.1,-0.38,-0.2,-4.99,0.039,1.0
102.0,-0.34,-0.1,-0.38,-0.2,-4.99,0.039,1.0
102.0,-0.34,-0.1,-0.38,-0.19,-4.97,0.039,1.0
103.0,-0.34,-0.1,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.34,-0.1,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.33,-0.1,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.33,-0.09,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.33,-0.09,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.32,-0.09,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.32,-0.09,-0.38,-0.19,-4.97,0.039,1.0
103.0,-0.32,-0.09,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.32,-0.09,-0.38,-0.2,-4.97,0.039,1.0
103.0,-0.32,-0.09,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.32,-0.08,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.32,-0.08,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.31,-0.08,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.31,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.31,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.3,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.3,-0.07,-0.38,-0.18,-4.96,0.039,1.0
103.0,-0.3,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.3,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.3,-0.07,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.3,-0.06,-0.38,-0.2,-4.96,0.039,1.0
103.0,-0.29,-0.06,-0.38,-0.2,-4.96,0.039,1.0
104.0,-0.29,-0.06,-0.38,-0.19,-4.96,0.038,1.0
104.0,-0.29,-0.05,-0.38,-0.2,-4.96,0.038,1.0
104.0,-0.29,-0.05,-0.38,-0.2,-4.96,0.038,1.0
104.0,-0.29,-0.05,-0.38,-0.19,-4.96,0.038,1.0
104.0,-0.29,-0.05,-0.38,-0.2,-4.96,0.038,1.0
104.0,-0.28,-0.05,-0.38,-0.2,-4.96,0.038,1.0
104.0,-0.28,-0.05,-0.38,-0.19,-4.96,0.038,1.0
104.0,-0.28,-0.04,-0.38,-0.2,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.2,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.19,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.2,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.2,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.19,-4.95,0.038,0.0
104.0,-0.27,-0.04,-0.38,-0.2,-4.95,0.038,0.0
104.0,-0.26,-0.03,-0.38,-0.2,-4.95,0.038,0.0
103.0,-0.26,-0.03,-0.38,-0.19,-4.95,0.039,0.0
103.0,-0.26,-0.03,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.19,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.19,-4.95,0.039,0.0
103.0,-0.25,-0.02,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.24,-0.02,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.24,-0.01,-0.38,-0.19,-4.95,0.039,0.0
103.0,-0.24,-0.01,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.24,-0.01,-0.38,-0.2,-4.95,0.039,0.0
103.0,-0.24,-0.01,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.24,0.0,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.23,0.0,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.23,0.0,-0.38,-0.18,-4.94,0.039,0.0
103.0,-0.23,0.0,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.22,0.0,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.22,0.0,-0.38,-0.18,-4.94,0.039,0.0
103.0,-0.22,0.0,-0.38,-0.2,-4.94,0.039,0.0
103.0,-0.22,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.22,0.01,-0.38,-0.18,-4.94,0.039,0.0
102.0,-0.22,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.21,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.21,0.01,-0.38,-0.18,-4.94,0.039,0.0
102.0,-0.21,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.2,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.2,0.01,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.2,0.02,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.2,0.02,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.2,0.02,-0.38,-0.19,-4.94,0.039,0.0
102.0,-0.2,0.02,-0.38,-0.2,-4.94,0.039,0.0
102.0,-0.19,0.03,-0.38,-0.2,-4.93,0.039,0.0
101.0,-0.19,0.03,-0.38,-0.19,-4.93,0.04,0.0
101.0,-0.19,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.19,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.19,0.03,-0.38,-0.19,-4.93,0.04,0.0
101.0,-0.19,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.18,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.18,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.18,0.03,-0.38,-0.2,-4.93,0.04,0.0
101.0,-0.17,0.04,-0.38,-0.2,-4.93,0.04,0.0
100.0,-0.17,0.04,-0.38,-0.2,-4.93,0.04,0.0
100.0,-0.17,0.04,-0.38,-0.18,-4.93,0.04,0.0
100.0,-0.17,0.04,-0.38,-0.2,-4.93,0.04,0.0
100.0,-0.17,0.04,-0.38,-0.2,-4.93,0.04,0.0
100.0,-0.17,0.05,-0.38,-0.19,-4.93,0.04,0.0
100.0,-0.17,0.05,-0.38,-0.2,-4.93,0.04,0.0
100.0,-0.16,0.05,-0.38,-0.2,-4.93,0.04,0.0
99.0,-0.16,0.05,-0.38,-0.2,-4.93,0.04,0.0
99.0,-0.16,0.05,-0.38,-0.2,-4.93,0.04,0.0
99.0,-0.15,0.05,-0.38,-0.2,-4.93,0.04,0.0
99.0,-0.15,0.05,-0.38,-0.2,-4.92,0.04,0.0
99.0,-0.15,0.05,-0.38,-0.19,-4.92,0.04,0.0
99.0,-0.15,0.05,-0.38,-0.2,-4.92,0.04,0.0
99.0,-0.15,0.05,-0.38,-0.2,-4.92,0.04,0.0
98.0,-0.15,0.05,-0.38,-0.2,-4.92,0.040999999999999995,0.0
98.0,-0.15,0.05,-0.38,-0.18,-4.92,0.040999999999999995,0.0
98.0,-0.14,0.05,-0.38,-0.2,-4.92,0.040999999999999995,0.0
98.0,-0.14,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
98.0,-0.14,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
98.0,-0.14,0.06,-0.38,-0.18,-4.92,0.040999999999999995,0.0
97.0,-0.14,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
97.0,-0.14,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
97.0,-0.14,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
97.0,-0.14,0.06,-0.38,-0.18,-4.92,0.040999999999999995,0.0
97.0,-0.13,0.06,-0.38,-0.2,-4.92,0.040999999999999995,0.0
96.0,-0.13,0.06,-0.38,-0.2,-4.92,0.042,0.0
96.0,-0.13,0.06,-0.38,-0.2,-4.92,0.042,0.0
96.0,-0.13,0.06,-0.38,-0.19,-4.92,0.042,0.0
96.0,-0.12,0.06,-0.38,-0.2,-4.92,0.042,0.0
96.0,-0.12,0.06,-0.38,-0.2,-4.92,0.042,0.0
96.0,-0.12,0.06,-0.38,-0.2,-4.92,0.042,0.0
95.0,-0.12,0.06,-0.38,-0.2,-4.92,0.042,0.0
95.0,-0.12,0.07,-0.38,-0.18,-4.91,0.042,0.0
95.0,-0.12,0.07,-0.38,-0.2,-4.91,0.042,0.0
95.0,-0.12,0.07,-0.38,-0.2,-4.91,0.042,0.0
95.0,-0.12,0.07,-0.38,-0.2,-4.91,0.042,0.0
94.0,-0.12,0.07,-0.38,-0.2,-4.91,0.043,0.0
94.0,-0.11,0.07,-0.38,-0.19,-4.91,0.043,0.0
94.0,-0.11,0.07,-0.38,-0.2,-4.91,0.043,0.0
94.0,-0.11,0.07,-0.38,-0.2,-4.91,0.043,0.0
93.0,-0.11,0.07,-0.38,-0.2,-4.91,0.043,0.0
93.0,-0.11,0.07,-0.38,-0.2,-4.91,0.043,0.0
93.0,-0.11,0.07,-0.38,-0.2,-4.93,0.043,0.0
93.0,-0.1,0.07,-0.38,-0.19,-4.93,0.043,0.0
93.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
93.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
93.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.19,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.19,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
92.0,-0.1,0.08,-0.38,-0.2,-4.93,0.043,0.0
91.0,-0.1,0.08,-0.38,-0.2,-4.93,0.044000000000000004,0.0
91.0,-0.1,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.1,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.1,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.1,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
91.0,-0.09,0.08,-0.38,-0.19,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.18,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.19,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.94,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
90.0,-0.09,0.08,-0.38,-0.2,-4.95,0.044000000000000004,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.96,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.95,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
89.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
88.0,-0.09,0.08,-0.38,-0.2,-4.94,0.045,0.0
87.0,-0.09,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.09,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
87.0,-0.1,0.08,-0.38,-0.2,-4.94,0.046,0.0
86.0,-0.1,0.08,-0.38,-0.19,-4.94,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.18,-4.94,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.18,-4.94,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
86.0,-0.1,0.08,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.1,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.11,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.11,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.11,0.07,-0.38,-0.2,-4.93,0.047,0.0
85.0,-0.11,0.07,-0.38,-0.18,-4.93,0.047,0.0
84.0,-0.11,0.07,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.07,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.07,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.11,0.07,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.12,0.07,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
84.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.18,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
83.0,-0.12,0.06,-0.38,-0.2,-4.93,0.048,0.0
